Name,Path,Version,Dev Dependency,Flagged,
tslint-loader,,3.6.0,true,false,
tslint-origin-ordered-imports-rule,,1.1.2,true,false,
tslint-react,,3.6.0,true,false,
tsutils,,2.29.0,true,false,
tty-browserify,,0.0.0,true,false,
tunnel-agent,,0.6.0,true,false,
tweetnacl,,0.14.5,true,false,
type-check,,0.3.2,true,false,
type-is,,1.6.16,true,false,
typedarray,,0.0.6,true,false,
typescript,,2.9.2,true,false,
typescript-fsa,,3.0.0-beta-2,false,false,
typescript-fsa-reducers,,0.4.5,false,false,
typescript-fsa,typescript-fsa-reducers.typescript-fsa,2.5.0,false,false,
ua-parser-js,,0.7.18,false,false,
uglify-js,,2.8.29,true,false,
source-map,uglify-js.source-map,0.5.7,true,false,
yargs,uglify-js.yargs,3.10.0,true,false,
uglify-to-browserify,,1.0.2,true,false,
uglifyjs-webpack-plugin,,1.2.7,true,false,
ajv,uglifyjs-webpack-plugin.ajv,6.5.2,true,false,
commander,uglifyjs-webpack-plugin.commander,2.13.0,true,false,
fast-deep-equal,uglifyjs-webpack-plugin.fast-deep-equal,2.0.1,true,false,
json-schema-traverse,uglifyjs-webpack-plugin.json-schema-traverse,0.4.1,true,false,
schema-utils,uglifyjs-webpack-plugin.schema-utils,0.4.7,true,false,
uglify-es,uglifyjs-webpack-plugin.uglify-es,3.3.9,true,false,
underscore,,1.4.4,true,false,
union-value,,1.0.0,true,false,
extend-shallow,union-value.extend-shallow,2.0.1,true,false,
set-value,union-value.set-value,0.4.3,true,false,
unique-filename,,1.1.0,true,false,
unique-slug,,2.0.0,true,false,
unpipe,,1.0.0,true,false,
unset-value,,1.0.0,true,false,
has-value,unset-value.has-value,0.3.1,true,false,
isobject,has-value.isobject,2.1.0,true,false,
has-values,unset-value.has-values,0.1.4,true,false,
untildify,,3.0.3,true,false,
upath,,1.1.0,true,false,
uri-js,,4.2.2,true,false,
punycode,uri-js.punycode,2.1.1,true,false,
urix,,0.1.0,true,false,
url,,0.11.0,true,false,
punycode,url.punycode,1.3.2,true,false,
url-join,,4.0.0,true,false,
url-parse,,1.4.3,true,false,
url-parse-lax,,1.0.0,true,false,
url-to-options,,1.0.1,true,false,
use,,3.1.1,true,false,
util,,0.10.4,true,false,
util-deprecate,,1.0.2,true,false,
util.promisify,,1.0.0,true,false,
utils-merge,,1.0.1,true,false,
uuid,,3.3.2,false,false,
v8-compile-cache,,1.1.2,true,false,
validate-npm-package-license,,3.0.4,true,false,
vary,,1.1.2,true,false,
verror,,1.10.0,true,false,
vinyl,,1.2.0,true,false,
vinyl-file,,2.0.0,true,false,
strip-bom,vinyl-file.strip-bom,2.0.0,true,false,
vm-browserify,,0.0.4,true,false,
void-elements,,2.0.1,false,false,
w3c-hr-time,,1.0.1,true,false,
walker,,1.0.7,true,false,
watch,,0.18.0,true,false,
minimist,watch.minimist,1.2.0,true,false,
watchpack,,1.6.0,true,false,
chokidar,watchpack.chokidar,2.0.4,true,false,
glob-parent,watchpack.glob-parent,3.1.0,true,false,
is-glob,glob-parent.is-glob,3.1.0,true,false,
is-extglob,watchpack.is-extglob,2.1.1,true,false,
is-glob,watchpack.is-glob,4.0.0,true,false,
wbuf,,1.7.3,true,false,
webidl-conversions,,4.0.2,true,false,
webpack,,4.5.0,true,false,
acorn,webpack.acorn,5.7.3,true,false,
acorn-dynamic-import,webpack.acorn-dynamic-import,3.0.0,true,false,
ajv,webpack.ajv,6.5.2,true,false,
fast-deep-equal,webpack.fast-deep-equal,2.0.1,true,false,
json-schema-traverse,webpack.json-schema-traverse,0.4.1,true,false,
schema-utils,webpack.schema-utils,0.4.7,true,false,
webpack-addons,,1.1.5,true,false,
ansi-styles,webpack-addons.ansi-styles,1.0.0,true,false,
arr-diff,webpack-addons.arr-diff,2.0.0,true,false,
array-unique,webpack-addons.array-unique,0.2.1,true,false,
ast-types,webpack-addons.ast-types,0.10.1,true,false,
async,webpack-addons.async,1.5.2,true,false,
braces,webpack-addons.braces,1.8.5,true,false,
chalk,webpack-addons.chalk,0.4.0,true,false,
expand-brackets,webpack-addons.expand-brackets,0.1.5,true,false,
extglob,webpack-addons.extglob,0.3.2,true,false,
jscodeshift,webpack-addons.jscodeshift,0.4.1,true,false,
kind-of,webpack-addons.kind-of,3.2.2,true,false,
micromatch,webpack-addons.micromatch,2.3.11,true,false,
nomnom,webpack-addons.nomnom,1.8.1,true,false,
recast,webpack-addons.recast,0.12.9,true,false,
strip-ansi,webpack-addons.strip-ansi,0.1.1,true,false,
underscore,webpack-addons.underscore,1.6.0,true,false,
write-file-atomic,webpack-addons.write-file-atomic,1.3.4,true,false,
webpack-bundle-analyzer,,2.13.1,true,false,
acorn,webpack-bundle-analyzer.acorn,5.7.3,true,false,
gzip-size,webpack-bundle-analyzer.gzip-size,4.1.0,true,false,
pify,webpack-bundle-analyzer.pify,3.0.0,true,false,
ws,webpack-bundle-analyzer.ws,4.1.0,true,false,
webpack-cli,,2.1.3,true,false,
cross-spawn,webpack-cli.cross-spawn,6.0.5,true,false,
got,webpack-cli.got,8.3.2,true,false,
inquirer,webpack-cli.inquirer,5.2.0,true,false,
pify,webpack-cli.pify,3.0.0,true,false,
prepend-http,webpack-cli.prepend-http,2.0.0,true,false,
url-parse-lax,webpack-cli.url-parse-lax,3.0.0,true,false,
webpack-dev-server,,3.1.4,true,false,
chokidar,webpack-dev-server.chokidar,2.0.4,true,false,
cliui,webpack-dev-server.cliui,4.1.0,true,false,
ansi-regex,cliui.ansi-regex,3.0.0,true,false,
strip-ansi,cliui.strip-ansi,4.0.0,true,false,
del,webpack-dev-server.del,3.0.0,true,false,
faye-websocket,webpack-dev-server.faye-websocket,0.10.0,true,false,
glob-parent,webpack-dev-server.glob-parent,3.1.0,true,false,
is-glob,glob-parent.is-glob,3.1.0,true,false,
globby,webpack-dev-server.globby,6.1.0,true,false,
pify,globby.pify,2.3.0,true,false,
http-proxy-middleware,webpack-dev-server.http-proxy-middleware,0.18.0,true,false,
is-extglob,webpack-dev-server.is-extglob,2.1.1,true,false,
is-glob,webpack-dev-server.is-glob,4.0.0,true,false,
mime,webpack-dev-server.mime,2.3.1,true,false,
pify,webpack-dev-server.pify,3.0.0,true,false,
sockjs,webpack-dev-server.sockjs,0.3.19,true,false,
strip-ansi,webpack-dev-server.strip-ansi,3.0.1,true,false,
webpack-dev-middleware,webpack-dev-server.webpack-dev-middleware,3.1.3,true,false,
yargs,webpack-dev-server.yargs,11.0.0,true,false,
webpack-log,,1.2.0,true,false,
webpack-merge,,4.1.3,true,false,
webpack-sources,,1.1.0,true,false,
websocket-driver,,0.7.0,true,false,
websocket-extensions,,0.1.3,true,false,
whatwg-encoding,,1.0.3,true,false,
iconv-lite,whatwg-encoding.iconv-lite,0.4.19,true,false,
whatwg-fetch,,2.0.4,false,false,
whatwg-mimetype,,2.1.0,true,false,
whatwg-url,,6.5.0,true,false,
which,,1.3.1,true,false,
which-module,,2.0.0,true,false,
wide-align,,1.1.3,true,false,
window-size,,0.1.0,true,false,
winston,,3.0.0,true,false,
winston-transport,,4.2.0,true,false,
wordwrap,,0.0.3,true,false,
worker-farm,,1.6.0,true,false,
wrap-ansi,,2.1.0,true,false,
is-fullwidth-code-point,wrap-ansi.is-fullwidth-code-point,1.0.0,true,false,
string-width,wrap-ansi.string-width,1.0.2,true,false,
strip-ansi,wrap-ansi.strip-ansi,3.0.1,true,false,
wrappy,,1.0.2,true,false,
write-file-atomic,,2.3.0,true,false,
ws,,5.2.2,true,false,
xml-name-validator,,3.0.0,true,false,
xml2js,,0.4.19,false,false,
xmlbuilder,,9.0.7,false,false,
xtend,,4.0.1,true,false,
y18n,,3.2.1,true,false,
yallist,,2.1.2,true,false,
yargs,,11.1.0,true,false,
cliui,yargs.cliui,4.1.0,true,false,
yargs-parser,,9.0.2,true,false,
camelcase,yargs-parser.camelcase,4.1.0,true,false,
yeoman-environment,,2.3.1,true,false,
cross-spawn,yeoman-environment.cross-spawn,6.0.5,true,false,
globby,yeoman-environment.globby,8.0.1,true,false,
inquirer,yeoman-environment.inquirer,5.2.0,true,false,
pify,yeoman-environment.pify,3.0.0,true,false,
yeoman-generator,,2.0.5,true,false,
cross-spawn,yeoman-generator.cross-spawn,6.0.5,true,false,
load-json-file,yeoman-generator.load-json-file,4.0.0,true,false,
minimist,yeoman-generator.minimist,1.2.0,true,false,
parse-json,yeoman-generator.parse-json,4.0.0,true,false,
path-type,yeoman-generator.path-type,3.0.0,true,false,
pify,yeoman-generator.pify,3.0.0,true,false,
read-pkg,yeoman-generator.read-pkg,3.0.0,true,false,
read-pkg-up,yeoman-generator.read-pkg-up,3.0.0,true,false
